,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
10,Darcy james argue,"darcy james argue is a vancouver-born , brooklyn-based jazz composer and bandleader .<SPLIT>he is best known for his work with his 18-piece ensemble , secret society , with which he has released two grammy-nominated albums .<SPLIT>",David weiss,"[MASK] [MASK] [MASK] is a [MASK] , brooklyn-based jazz [MASK] and bandleader .<SPLIT>he is best known for his work with his 18-piece ensemble , secret society , with which he has released two grammy-nominated albums .<SPLIT>",-16.563335418701172,1.2985467910766602,34,144322,34,141,Successful
11,Édouard hervé,"Édouard hervé ( 28 may 1835 -- 4 january 1899 ) was a french journalist , historian and politician .<SPLIT>",Charles humbert,"[MASK] [MASK] ( 28 may [MASK] -- 4 [MASK] [MASK] ) was a french journalist , [MASK] and politician .<SPLIT>",-16.052921295166016,1.2979196310043335,35,138827,35,106,Successful
12,The earl of bellomont,"richard coote , 1st earl of bellomont ( sometimes spelled bellamont , 1636 -- 5 march 1700/1 ) , known as the lord coote between 1683 and 1689 , was a member of the english parliament and a colonial governor .<SPLIT>born in ireland , he was an early supporter of william and mary , siding with them in the glorious revolution .<SPLIT>in 1695 he was given commissions as governor of the provinces of new york , massachusetts bay , and new hampshire , which he held until his death .<SPLIT>he did not arrive",The lord howard of effingham,[MASK] [MASK] [MASK] 1st [MASK] of [MASK] ( sometimes spelled bellamont [MASK] 1636 -- 5 march 1700/1 ) [MASK] known as the lord [MASK] between 1683 and 1689 [MASK] was a member of the english parliament and a colonial governor .<SPLIT>born in [MASK] [MASK] he was an early supporter of william and mary [MASK] siding with them in the glorious revolution .<SPLIT>in 1695 he was given commissions as governor of the provinces of new york [MASK] massachusetts bay [MASK] and new hampshire [MASK] which he held until his death .<SPLIT>he did not arrive,-16.964981079101562,1.2616374492645264,36,37644,36,370,Successful
13,Sigeferth,"sigeferth or sigefirth or sicgga , was the third bishop of selsey , consecrated in 733 by tatwine , the archbishop of canterbury .<SPLIT>sigeferth was still bishop in 747 , when he attended the synod of clofesho .<SPLIT>his date of death was sometime between",Ælfsige,"[MASK] or sigefirth or sicgga , was the third bishop of [MASK] , consecrated in [MASK] by tatwine , the archbishop of canterbury .<SPLIT>[MASK] was still bishop in [MASK] , when he attended the synod of clofesho .<SPLIT>his date of death was sometime between",-13.507294654846191,1.2830009460449219,37,60098,37,119,Successful
14,Rachel gowey,"rachel kathryn gowey ( born october 3 , 1997 ) is an american artistic gymnast .<SPLIT>she is a u.s. national team member , a position she has held since 2014 .<SPLIT>at the 2015 pan american games in toronto , she was part of the gold-winning us team , also winning gold individually on the uneven bars",Simone biles,"[MASK] [MASK] [MASK] ( born [MASK] 3 , 1997 ) is an american artistic gymnast .<SPLIT>she is a u.s. national team member , a position she has held since 2014 .<SPLIT>at the 2015 pan american games in toronto , she was part of the gold-winning us team , also winning gold individually on the uneven bars",-16.885009765625,1.2261786460876465,38,23485,38,179,Successful
15,Basavaraj patil sedam,basvaraj patil sedam ( born 10 february 1944 ) is a member of rajya sabha from karnataka .<SPLIT>he was the secretary of bharatiya janata party and president of the bharatiya janata party karnataka unit .<SPLIT>he was elected as a member of the 12th lok sabha from gulbarga .<SPLIT>,Natubhai gomanbhai patel,[MASK] patil [MASK] ( born 10 [MASK] [MASK] ) is a member of rajya sabha from [MASK] .<SPLIT>he was the secretary of bharatiya janata party and president of the bharatiya janata party [MASK] unit .<SPLIT>he was elected as a member of the 12th lok sabha from gulbarga .<SPLIT>,-17.012327194213867,1.2811609506607056,39,97793,39,156,Successful
16,Demetrius of pharos,"demetrius of pharos ( also pharus ) ( ) was a ruler of pharos involved in the first illyrian war , after which he ruled a portion of the illyrian adriatic coast on behalf of the romans , as a client king .<SPLIT>demetrius was a regent ruler to pinnes , the son of agron who was too young to rule as king .<SPLIT>when the romans were occupied with their own problems , he had grown stronger as an ally of macedonia and also by conquering dimallum of dalmatia , on",Gregory,"[MASK] of [MASK] ( also pharus ) ( ) was a ruler of [MASK] involved in the first illyrian war , after which he ruled a portion of the illyrian adriatic coast on behalf of the romans , as a client king .<SPLIT>[MASK] was a regent ruler to pinnes , the son of agron who was too young to rule as king .<SPLIT>when the romans were occupied with their own problems , he had grown stronger as an ally of macedonia and also by conquering dimallum of dalmatia , on",-14.101851463317871,1.2813748121261597,40,105960,40,116,Successful
17,Alfred e. reinhardt,"alfred e. reinhardt ( december 1902 - march , 1987 ) aia , was an american architect active in mid-twentieth-century connecticut and massachusetts .<SPLIT>his firm specialized in ecclesiastical design and was very active with roman catholic clients , mostly in connecticut .<SPLIT>",Samuel burrage reed,"[MASK] [MASK] [MASK] ( [MASK] [MASK] - [MASK] , [MASK] ) aia , was an american [MASK] active in mid-twentieth-century connecticut and massachusetts .<SPLIT>his firm specialized in ecclesiastical design and was very active with roman catholic clients , mostly in connecticut .<SPLIT>",-16.473773956298828,0.9989699721336365,41,42491,41,245,Successful
18,Masayoshi tomizuka,"professor masayoshi tomizuka is a professor in control theory in department of mechanical engineering , university of california , berkeley .<SPLIT>he holds the cheryl and john neerhout , jr. , distinguished professorship chair , and has supervised more than 90 ph. d. students to completion .<SPLIT>professor masayoshi tomizuka received his b.s. and m.s. degrees in mechanical engineering from keio university , tokyo , japan in 1968 and 1970 , and his ph. d. degree in",Venkat chandrasekaran,"professor [MASK] [MASK] is a professor in [MASK] theory in department of mechanical engineering , university of california , [MASK] .<SPLIT>he holds the cheryl and john neerhout , jr. , distinguished professorship chair , and has supervised more than 90 ph. d. students to completion .<SPLIT>professor [MASK] [MASK] received his b.s. and m.s. degrees in mechanical engineering from keio university , [MASK] , [MASK] in 1968 and 1970 , and his ph. d. degree in",-13.546473503112793,1.295604944229126,42,81940,42,286,Successful
19,Thomas towie,thomas towie was a scottish footballer who played in the football league for derby county and preston north end in the 1890s .<SPLIT>,Tommy roberts,[MASK] [MASK] was a [MASK] footballer who played in the football league for [MASK] [MASK] and [MASK] [MASK] [MASK] in the [MASK] .<SPLIT>,-17.13021469116211,0.9830083250999451,43,50058,43,154,Successful
20,Ernie whatmore,"ernest l. ` ernie ' whatmore ( 25 april 1900 -- 31 july 1991 ) was a professional association footballer who played in the football league for wolverhampton wanderers , bristol rovers and queens park rangers during the interwar period .<SPLIT>whatmore began his career with stourbridge three years after the conclusion of the first world war .<SPLIT>he played there for a year before joining wolves on trial in 1922 , but in spite of playing in two games for them in the football league second division the club opted not to retain his services .<SPLIT>he spent the remainder",Ernie butler,"[MASK] [MASK] ` ernie ' [MASK] ( 25 [MASK] [MASK] -- 31 [MASK] [MASK] ) was a professional association footballer who played in the football league for [MASK] [MASK] , [MASK] [MASK] and [MASK] [MASK] [MASK] during the interwar period .<SPLIT>[MASK] began his career with stourbridge three years after the conclusion of the first world war .<SPLIT>he played there for a year before joining wolves on [MASK] in [MASK] , but in spite of playing in two games for them in the football league second division the club opted not to retain his services .<SPLIT>he spent the remainder",-19.762746810913086,1.2405874729156494,44,15050,44,1129,Successful
21,Paul f. whelan,"paul f. whelan is professor of computer vision at the centre for image processing & analysis , school of electronic engineering , faculty of engineering & computing dublin city",John devine,"[MASK] [MASK] [MASK] is professor of computer vision at the centre for image processing & analysis , school of electronic engineering , faculty of engineering & computing dublin city",-16.848373413085938,1.265541672706604,45,106111,45,70,Successful
22,Vladimir medvedev,vladimir nikolayevich medvedev ( ; born 10 july 1971 ) is a former russian football player .<SPLIT>,Sergei korchagin,[MASK] [MASK] [MASK] ( ; born 10 [MASK] [MASK] ) is a former russian football player .<SPLIT>,-17.082700729370117,1.2893335819244385,46,34885,46,76,Successful
23,Cafú,"arlindo gomes semedo ( born 17 november 1977 ) , commonly known as cafú , is a cape verdean professional footballer who plays for s.c. freamunde as a forward .<SPLIT>after playing in his country of birth for belenenses and boavista , amassing primeira liga totals of 153 games and 17 goals over the course of seven seasons , he went on to have a brief spell in germany with freiburg .<SPLIT>already in his 30 's cafú moved to cyprus , where he remained for",Paulo sérgio,[MASK] [MASK] semedo [MASK] [MASK] [MASK] [MASK] [MASK] ) [MASK] commonly known as [MASK] [MASK] is a [MASK] [MASK] professional [MASK] who plays for s.c. [MASK] as a [MASK] .<SPLIT>after playing in his country of birth for [MASK] and [MASK] [MASK] amassing primeira liga totals of 153 games and [MASK] [MASK] over the course of seven seasons [MASK] he went on to have a brief spell in germany with [MASK] .<SPLIT>already in his 30 's [MASK] moved to cyprus [MASK] where he remained for,-16.013883590698242,0.9837180972099304,47,60309,47,1036,Successful
24,Enrique cárdenas,enrique cárdenas del avellano ( born 4 september 1957 ) is a mexican politician affiliated to the pri .<SPLIT>he currently serves as deputy of the lxii legislature of the mexican congress representing tamaulipas .<SPLIT>he also served as deputy during the lx legislature .<SPLIT>,Xavier azuara zúñiga,[MASK] [MASK] del avellano ( born 4 september [MASK] ) is a mexican politician affiliated to the pri .<SPLIT>he currently serves as deputy of the lxii legislature of the mexican congress representing [MASK] .<SPLIT>he also served as deputy during the lx legislature .<SPLIT>,-16.2872371673584,1.2782074213027954,48,118410,48,131,Successful
