,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
15,David r. marsh,"david r. marsh ( born november 5 , 1964 ) is an american video game designer known for his work supporting the intellectual properties that used to belong to icom simulations , and creating the macventure game `` shadowgate '' .<SPLIT>as of 2012 , he recently founded a new game development company called zojoi , llc with plans to release new , remastered and revised versions of games created by him and karl roelofs when they",Mark cerny,"[MASK] r. [MASK] ( born [MASK] [MASK] , 1964 ) is an american video game designer known for his work supporting the intellectual properties that used to belong to [MASK] [MASK] , and creating the [MASK] game `` [MASK] '' .<SPLIT>as [MASK] [MASK] , he recently founded a new game development company called [MASK] , llc with plans to release new , [MASK] and revised versions [MASK] games created by him and karl [MASK] when they",-15.802484512329102,0.7133328914642334,57,61218,57,1445,Successful
16,Dean roland,"dean roland ( born october 10 , 1972 ) is an american musician .<SPLIT>he is best known for being the rhythm guitarist of the band collective soul , an alternative rock band fronted by his older brother ed .<SPLIT>he is also part of the rock duo magnets & ghosts alongside ryan",Andy stamets,[MASK] [MASK] ( born [MASK] [MASK] [MASK] [MASK] ) is an american [MASK] .<SPLIT>he is best known for being the rhythm guitarist of the band [MASK] [MASK] [MASK] an [MASK] rock band fronted by his older brother ed .<SPLIT>he is also part of the rock duo [MASK] & [MASK] alongside ryan,-17.824384689331055,0.4779394567012787,58,21105,58,835,Successful
17,"Lester l. westling , jr. .","lester leon `` wes '' westling , jr. ( born october 19 , 1930 ) is an american episcopal priest , retired u.s. navy chaplain , vietnam veteran , and author .<SPLIT>his more than fifty years of ministry have included service to parishes , missionary work in the philippines , and twenty-six years as a navy chaplain , including two assignments in vietnam : first with the third marine division medical and infantry battalions , and later as a circuit riding chaplain for 65 combat units throughout the mekong and bassac","Hezekiah leonard clark , jr. .","[MASK] leon `` [MASK] '' [MASK] , jr. ( born [MASK] [MASK] , [MASK] ) is an american [MASK] priest , [MASK] u.s. [MASK] [MASK] , vietnam veteran , and author .<SPLIT>his more than fifty years [MASK] ministry have included service to parishes , missionary work in the philippines , and twenty-six years as a [MASK] [MASK] , including two assignments in vietnam : first with the third marine division medical and infantry [MASK] , and later as a circuit riding [MASK] for 65 combat units throughout the [MASK] and [MASK]",-16.062837600708008,0.5625495314598083,59,57750,59,1736,Successful
18,Shih choon fong,"professor shih choon fong ( 施春风 ; born 1945 ) is the former president of the king abdullah university of science and technology ( kaust ) and a renowned fracture mechanics expert .<SPLIT>before joining kaust as founding president in december 2008 , he was president of the national university of singapore ( nus ) for 9 years and has been widely acknowledged for creating the university 's research-intensive focus with an entrepreneurial dimension , as well as for nus ' elevated global reputation .<SPLIT>drawing from his experiences abroad , shih institutionalised a performance - and market-based evaluation and compensation",Charles edquist,"professor [MASK] [MASK] [MASK] ( [MASK] ; born [MASK] ) is the former [MASK] of the king abdullah university of science and technology ( [MASK] ) and a renowned fracture mechanics expert .<SPLIT>before joining [MASK] as founding [MASK] in [MASK] [MASK] , he was [MASK] of the national university of [MASK] ( [MASK] ) for [MASK] years and has been widely acknowledged for creating the university 's research-intensive focus with an entrepreneurial dimension , as well as for [MASK] ' elevated global reputation .<SPLIT>drawing from his experiences abroad , [MASK] [MASK] a performance - and market-based evaluation and compensation",-17.576757431030273,0.7494173049926758,60,29112,60,1670,Successful
19,Fabinho,"fabio de matos pereira or fabinho ( born 26 february 1982 in brazil ) , is a brazilian football midfielder , currently playing for botafogo-sp .<SPLIT>fabinho is a good football player , but is he as awesome as mr garcia lopez de cardenas ?<SPLIT>that 's right , i do n't think so .<SPLIT>mr cardenas discovered the freaking grand canyon !<SPLIT>you think you can see the grand canyon ?<SPLIT>wrong .<SPLIT>only garcia lopez de cardenas can see",Lenílson,"[MASK] de [MASK] pereira or [MASK] ( born [MASK] [MASK] [MASK] in brazil ) , is a brazilian football midfielder , currently playing for botafogo-sp .<SPLIT>[MASK] is a good football player , but is he as awesome as mr garcia lopez de cardenas ?<SPLIT>that 's right , i do n't think so .<SPLIT>mr cardenas discovered the freaking grand canyon !<SPLIT>you think you can see the grand canyon ?<SPLIT>wrong .<SPLIT>only garcia lopez de cardenas can see",-15.41844367980957,0.837119460105896,61,64464,61,587,Successful
20,Friedhelm funkel,friedhelm funkel ( born 10 december 1953 ) is a german football manager and former player .<SPLIT>he last coached tsv 1860 münchen .<SPLIT>,Peter grosser,[MASK] [MASK] ( born 10 [MASK] [MASK] ) is a german football manager and former player .<SPLIT>he last coached tsv 1860 münchen .<SPLIT>,-17.137847900390625,1.2307010889053345,62,83107,62,150,Successful
21,Jordan perez,"jordan perez ( born 13 november 1986 ) is a gibraltarian footballer who plays for lions gibraltar and the gibraltar national team , as a goalkeeper .<SPLIT>for the 2015 - 2016 season , jordan perez will be sponsored by dc1",Jasper cillessen,"[MASK] [MASK] ( born [MASK] [MASK] [MASK] ) is a [MASK] footballer who plays for [MASK] [MASK] and the [MASK] national team , as a goalkeeper .<SPLIT>for the 2015 - 2016 season , [MASK] [MASK] will be sponsored by dc1",-17.30971908569336,0.7268226742744446,63,47859,63,440,Successful
22,Slavko brezovski,"slavko brezovski , famous for modern architecture built in the republic of macedonia .<SPLIT>head of architecture at the university of skopje .<SPLIT>born in galicnik ,",Jun itami,"[MASK] [MASK] , famous for modern architecture built in the republic of [MASK] .<SPLIT>head of architecture at the university of [MASK] .<SPLIT>born in [MASK] ,",-17.643892288208008,0.8731078505516052,64,72516,64,161,Successful
23,Ambrose mccarthy patterson,ambrose mccarthy patterson ( 29 june 1877 -- 26 december 1967 ) was a painter and printmaker .<SPLIT>,Maria katharina prestel,[MASK] [MASK] [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was a painter and printmaker .<SPLIT>,-17.005151748657227,0.8681179285049438,65,34190,65,218,Successful
24,Jakob kreuzer,jakob kreuzer ( born 15 january 1995 ) is an austrian footballer who plays for sv ried .<SPLIT>,Stefan lainer,[MASK] [MASK] ( born 15 [MASK] [MASK] ) is an austrian footballer who plays for sv ried .<SPLIT>,-17.043046951293945,0.6847392320632935,66,142858,66,115,Successful
25,Mike saunders,"mike saunders is a retired jamaican soccer player who played professionally in the usl a-league and national professional soccer league .<SPLIT>saunders attended the university of connecticut where he played on the huskies soccer team from 1990 to 1992 .<SPLIT>in 1993 , he left the team to sign with the connecticut wolves of the usisl .<SPLIT>he played for the wolves again in 1994 .<SPLIT>in 1995 , saunders joined the new york fever .<SPLIT>in 1996 , the fever moved up to the a-league , but they sent saunders on lone to the wolves of the 1996 usisl select",Alvin james,"[MASK] [MASK] is a retired jamaican soccer player who played professionally in the usl a-league and national professional soccer league .<SPLIT>[MASK] attended the [MASK] of [MASK] where he played on the [MASK] soccer team from [MASK] to [MASK] .<SPLIT>in [MASK] , he left the team to sign with the [MASK] [MASK] of the usisl .<SPLIT>he played for the [MASK] again in [MASK] .<SPLIT>in [MASK] , [MASK] joined the [MASK] [MASK] [MASK] .<SPLIT>in [MASK] , the [MASK] moved up to the a-league , but they sent [MASK] on lone to the [MASK] of the [MASK] usisl select",-15.00590991973877,0.710442841053009,67,9860,67,1386,Successful
26,Joseph lawrence,"joseph lawrence ( 1786 -- april 17 , 1842 ) was a member of the u.s. house of representatives from pennsylvania .<SPLIT>",William johnston,[MASK] [MASK] ( [MASK] -- [MASK] [MASK] [MASK] [MASK] ) was a member [MASK] [MASK] u.s. [MASK] [MASK] [MASK] from [MASK] .<SPLIT>,-16.75892448425293,0.4225623309612274,68,44122,68,329,Successful
27,Chieko sugawara,"chieko sugawara ( ; born 15 august 1976 ) is a japanese fencer .<SPLIT>she competed in the women 's individual foil events at the 2004 , 2008 and 2012 summer",Kyomi hirata,"[MASK] [MASK] ( ; born 15 [MASK] [MASK] ) is a japanese fencer .<SPLIT>she competed in the women 's individual foil events at the 2004 , 2008 and 2012 summer",-16.97357177734375,1.063289761543274,69,49750,69,199,Successful
28,Rick salutin,"rick salutin ( born 30 august 1942 , in toronto ) is a canadian novelist , playwright , journalist , and critic and has been writing for more than forty years .<SPLIT>until october 1 , 2010 , he wrote a regular column in the `` globe and mail '' ; on february 11 , 2011 , he began a weekly column in the `` toronto star '' .<SPLIT>he currently teaches a half course on canadian media and culture in university college ( uni221 ) at the university of",Nico dijkshoorn,"[MASK] [MASK] ( born [MASK] [MASK] [MASK] , in [MASK] ) is a [MASK] [MASK] , [MASK] , journalist , and critic and has been writing for more than forty years .<SPLIT>until october 1 , 2010 , he wrote a regular column in the `` globe and mail '' ; on february 11 , 2011 , he began a weekly column in the `` [MASK] star '' .<SPLIT>he currently teaches a half course on [MASK] media and culture in university college ( uni221 ) at the university of",-17.36698341369629,0.7028687596321106,70,117972,70,949,Successful
29,Siobhan williams,"siobhan williams is an english-canadian actress .<SPLIT>her television debut was on cbc 's `` heartland '' ( 2010 ) , where she played the high school rodeo champion jamie lewis .<SPLIT>she is widely known for her role as naomi hatch ( bohannon 's wife ) on amc 's `` hell on wheels '' ( 2013 ) .<SPLIT>she also starred as esme black on abc 's `` black box '' ( 2014 ) .<SPLIT>she is also due to appear on a&e 's first scripted",Stephanie leonidas,"[MASK] [MASK] is an english-canadian actress .<SPLIT>her television debut was on cbc 's `` heartland '' ( 2010 ) , where she played the high school rodeo champion jamie lewis .<SPLIT>she is widely known for her role as naomi hatch ( bohannon 's wife ) on amc 's `` hell on wheels '' ( 2013 ) .<SPLIT>she also starred as esme black on abc 's `` black box '' ( 2014 ) .<SPLIT>she is also due to appear on a&e 's first scripted",-16.289155960083008,0.7408689856529236,71,48359,71,173,Successful
30,Étienne jalenques,Étienne jalenques ( born 10 december 1934 ) is a french modern pentathlete .<SPLIT>he competed at the 1960 summer olympics .<SPLIT>,Raoul gueguen,[MASK] [MASK] ( born [MASK] [MASK] [MASK] ) is a french [MASK] pentathlete [MASK]<SPLIT>he competed at the [MASK] summer olympics [MASK]<SPLIT>,-16.511348724365234,0.4904560148715973,72,44706,72,260,Successful
31,Joey muha,"joey muha is a canadian drummer from port dover , ontario .<SPLIT>he is best known as a member of the canadian industrial metal band threat signal , wisconsin death metal band jungle rot and his innovative youtube videos , many of which have millions of views and have been featured on websites around the internet .<SPLIT>he has played for bands associated with nuclear blast records , victory records",Victor delorenzo,"[MASK] [MASK] is a canadian drummer from [MASK] [MASK] , [MASK] .<SPLIT>he is best known as a member of the canadian industrial metal band [MASK] [MASK] , wisconsin death metal band [MASK] [MASK] and his innovative youtube videos , many of which have millions of views and have been featured on websites around the internet .<SPLIT>he has played for bands associated with [MASK] [MASK] records , victory records",-14.80866813659668,0.7310900688171387,73,58518,73,1025,Successful
32,Gonzalo rabuñal,gonzalo rabuñal rios ( born 1 august 1984 in arteixo ) is a spanish professional road bicycle racer who last rode for uci professional continental team xacobeo-galicia .<SPLIT>,Koldo gil,[MASK] [MASK] rios ( born 1 [MASK] [MASK] in [MASK] ) is a spanish professional road bicycle racer who last rode for uci professional continental team xacobeo-galicia .<SPLIT>,-15.925071716308594,1.096803903579712,74,46015,74,233,Successful
33,James henry scullin,"james henry `` jim '' scullin ( 18 september 1876 -- 28 january 1953 ) was an australian labor party politician and the ninth prime minister of australia .<SPLIT>scullin led labor to government at the 1929 election .<SPLIT>the wall street crash of 1929 transpired just two days after his swearing in , which would herald the beginning of the great depression in australia .<SPLIT>scullin 's administration would soon be overwhelmed by the economic crisis , with interpersonal and policy disagreements causing a three-way split of his party that would bring down the",Jim fraser,"james [MASK] `` jim '' [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was an [MASK] [MASK] party politician and the ninth [MASK] minister of [MASK] .<SPLIT>[MASK] led [MASK] to government at the [MASK] election .<SPLIT>the wall street crash of [MASK] [MASK] just two days after his swearing in , which would herald the beginning of the great depression in [MASK] .<SPLIT>[MASK] 's administration would soon be [MASK] by the economic crisis , with [MASK] and policy disagreements causing a three-way split of his party that would bring down the",-16.43815040588379,0.7187460660934448,75,87983,75,1871,Successful
34,Ernesto sabato,"ernesto sabato ( june 24 , 1911 -- april 30 , 2011 ) was an argentine writer , painter and physicist .<SPLIT>according to the bbc he `` won some of the most prestigious prizes in hispanic literature '' and `` became very influential in the literary world throughout latin america '' .<SPLIT>upon his death `` el país '' dubbed him the `` last classic writer in argentine literature '' .<SPLIT>sabato was distinguished by his bald pate and brush moustache and wore tinted spectacles and open-necked shirts",Luigi pirandello,"[MASK] [MASK] ( [MASK] [MASK] , [MASK] -- [MASK] [MASK] , [MASK] ) was an [MASK] writer , painter and physicist .<SPLIT>according to the bbc he `` won some of the most prestigious prizes in hispanic literature '' and `` became very influential in the literary world throughout latin america '' .<SPLIT>upon his death `` [MASK] país '' dubbed him the `` last classic writer in [MASK] literature '' .<SPLIT>[MASK] was distinguished by his bald pate and brush moustache and wore [MASK] [MASK] and open-[MASK] shirts",-17.468568801879883,0.695578932762146,76,4512,76,1445,Successful
35,Taylor milne,"taylor milne ( born september 14 , 1981 in callander , ontario ) is a canadian middle distance runner .<SPLIT>milne made his official debut for the 2008 summer olympics in beijing , where he competed in the men 's 1500 metres .<SPLIT>milne first appeared and competed as part of the national team at the 2006 iaaf world cross country championships in fukuoka , japan , where he placed twenty-eighth in the men 's senior eight kilometre run .<SPLIT>in 2008 , he set his personal best",Nathan brannen,"[MASK] [MASK] ( born [MASK] [MASK] , [MASK] in [MASK] , ontario ) is a canadian middle distance runner .<SPLIT>[MASK] made his official debut for the [MASK] summer olympics in beijing , where he competed in the men 's [MASK] metres .<SPLIT>[MASK] first appeared and competed as part of the national team at the 2006 iaaf world cross country championships in fukuoka , japan , where he placed twenty-eighth in the men 's senior eight kilometre run .<SPLIT>in [MASK] , he set his personal best",-17.379947662353516,0.6049469709396362,77,1165,77,890,Successful
36,Artak grigoryan,"artak grigoryan ( , born on 19 october 1987 in yerevan , soviet union ) is an armenian football midfielder .<SPLIT>he currently plays for the armenian premier league club alashkert fc .<SPLIT>artak is also a member of the armenian national team , and has participated in 1 international matches since his debut at home friendly match against iran on 11",Sargis karapetyan,"[MASK] [MASK] ( , born on [MASK] [MASK] [MASK] in yerevan , soviet union ) is an armenian football midfielder .<SPLIT>he currently plays for the armenian premier league club [MASK] fc .<SPLIT>[MASK] is also a member of the armenian national team , and has participated in [MASK] international matches since his debut at home friendly match against iran on 11",-16.062938690185547,1.1264278888702393,78,80029,78,635,Successful
37,Nigel pepper,"colin nigel pepper ( born 25 april 1968 in rotherham , england ) , more commonly known as nigel pepper , is a retired english professional footballer .<SPLIT>he was a combative midfield player known for his powerful attacking free kicks and his solid work ethic .<SPLIT>he was a member of the york city team that beat manchester united 3 -- 0 at old trafford in the league cup in",Steve bushell,"[MASK] [MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] , england ) , more commonly known as [MASK] [MASK] , is a retired english professional footballer .<SPLIT>he was a combative midfield player known for his powerful attacking free kicks and his solid work ethic .<SPLIT>he was a member of the york city team that beat manchester united [MASK] -- 0 at old trafford in the league cup in",-16.439180374145508,0.8480209708213806,79,43850,79,785,Successful
38,Leandro chichizola,leandro `` chichi '' chichizola ( ; born 27 march 1990 ) is an argentine footballer who plays as a goalkeeper for italian serie b club spezia calcio .<SPLIT>,Chiara marchitelli,[MASK] `` chichi '' [MASK] ( ; born 27 [MASK] [MASK] ) is an argentine footballer who plays as a goalkeeper for italian serie b club [MASK] calcio .<SPLIT>,-14.992541313171387,1.135947346687317,80,55561,80,242,Successful
39,Yukana,", better known by the stage name , is a japanese voice actress .<SPLIT>after standing in for kotono mitsuishi ( the voice of usagi tsukino in the series `` sailor moon '' ) when mitsuishi had appendicitis , araki originated the role of chibiusa in the same series soon after .<SPLIT>while training at a voice acting school , araki acted as senpai to fellow voice actor konami yoshida , and they have maintained a close",Yukana,", better known by the stage name , is a japanese [MASK] [MASK] .<SPLIT>after standing in for [MASK] [MASK] ( the [MASK] of [MASK] [MASK] in the series `` sailor moon '' ) when [MASK] had [MASK] , [MASK] originated the role of [MASK] in the same series soon after .<SPLIT>while training at a [MASK] acting school , [MASK] acted as [MASK] to fellow [MASK] actor [MASK] yoshida , and they have maintained a close",-3.009500503540039,0.7499726414680481,78523,78523,81,1067,Successful
40,Charles john barnett,"charles john barnett ( 12 march 1790 -- 4 august 1856 ) was an officer in the british army who also served as a diplomat .<SPLIT>he served in the 3rd regiment of foot .<SPLIT>he reached the rank of captain in 1812 and lieutenant colonel in 1821 .<SPLIT>he took part in the battle of waterloo in 1815 , and retired from the military in 1830 .<SPLIT>he was appointed consul in warsaw , poland on 31 may 1833 .<SPLIT>he was later appointed consul-general in egypt on 11 may 1841 , which post he held till 17 august 1846 , when he retired",Gabriel venance rey,"[MASK] [MASK] [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was an officer in the [MASK] [MASK] who also served as a diplomat .<SPLIT>he served in the 3rd [MASK] of [MASK] .<SPLIT>he reached the rank of captain in 1812 and [MASK] colonel in 1821 .<SPLIT>he took part in the battle of waterloo in 1815 , and retired from the military in 1830 .<SPLIT>he was appointed [MASK] in [MASK] , [MASK] on [MASK] [MASK] [MASK] .<SPLIT>he was later appointed [MASK]-general in [MASK] on [MASK] [MASK] [MASK] , which post he held till [MASK] [MASK] [MASK] , when he retired",-18.385141372680664,0.6886745691299438,82,64512,82,2733,Successful
41,Norm desilva,"norman desilva ( born august 20 , in new bedford , massachusetts ) is a former ncaa basketball player and assistant coach for the delaware 87ers of the nba development league ( nbadl ) .<SPLIT>in , de silva signed with ncaa babson college .<SPLIT>he started at point guard his freshmen year and led the league in assists in his sophomore season while also leading the nation in turnovers .<SPLIT>he went on to earn a degree in finance .<SPLIT>desilva played his high school basketball at dartmouth high school , and",Ira bowman,"[MASK] [MASK] ( born [MASK] [MASK] , in new [MASK] , [MASK] ) is a former ncaa basketball player and assistant coach for the delaware [MASK] of the nba development league ( [MASK] ) .<SPLIT>in , de silva signed with ncaa [MASK] college .<SPLIT>he started at point guard his freshmen year and led the league in assists in his sophomore season while also leading the nation in [MASK] .<SPLIT>he went on to earn a degree in finance .<SPLIT>[MASK] played his high school basketball at [MASK] high school , and",-14.728848457336426,0.7454420924186707,83,143765,83,1235,Successful
